year;url;name;bold_colors;main_color;typo;busy;picture;pattern;color_block;size;centered;swiss;newspapperlayout;colorful
2010;url(./Img/2010_adobe.png);2010_adobe.png;false;grey;true;true;true;false;false;big;false;false;true;false
2010;url(./Img/2010_Apple.png);2010_Apple.png;false;white;true;true;true;false;false;big;false;false;true;false
2010;url(./Img/2010_britney.png);2010_britney.png;true;blue;true;true;true;true;true;big;false;false;true;true
2010;url(./Img/2010_cola.png);2010_cola.png;true;white;true;true;true;false;false;small;true;false;false;true
2010;url(./Img/2010_guggenheim.png);2010_guggenheim.png;false;white;true;false;false;false;true;small;false;false;false;false
2010;url(./Img/2010_mc.png);2010_mc.png;true;blue;true;true;true;true;true;big;false;false;true;true
2010;url(./Img/2010_Moma.png);2010_Moma.png;false;white;true;false;false;false;false;small;true;false;false;false
2010;url(./Img/2010_nike.png);2010_nike.png;false;white;true;false;false;false;false;small;true;false;false;false
2010;url(./Img/2010_olafur.png);2010_olafur.png;;;;;;;;;;;;
2010;url(./Img/2010_post.png);2010_post.png;;;;;;;;;;;;
2010;url(./Img/2010_swatch.png);2010_swatch.png;;;;;;;;;;;;
2010;url(./Img/2010_swisscom.png);2010_swisscom.png;;;;;;;;;;;;
2010;url(./Img/2010_whitney.png);2010_whitney.png;;;;;;;;;;;;
2010;url(./Img/2010_yahoo.png);2010_yahoo.png;;;;;;;;;;;;
2011;url(./Img/2011_Apple.png);2011_Apple.png;;;;;;;;;;;;
2011;url(./Img/2011_brizk.png);2011_brizk.png;;;;;;;;;;;;
2011;url(./Img/2011_mtv.png;2011_mtv.png;;;;;;;;;;;;
2011;url(./Img/2011_Apple.png);2011_post.png;;;;;;;;;;;;
2011;url(./Img/2011_Apple.png);2011_rally_agentur.png;;;;;;;;;;;;
2011;;2011_sbb.png;;;;;;;;;;;;
2011;;2011_St_martin.png;;;;;;;;;;;;
2011;;2011_zaha.png;;;;;;;;;;;;
2012;;2011-mtv.png;;;;;;;;;;;;
2012;;2012_adobe.png;;;;;;;;;;;;
2012;;2012_amazon.png;;;;;;;;;;;;
2012;;2012_Apple.png;;;;;;;;;;;;
2012;;2012_arte.png;;;;;;;;;;;;
2012;;2012_guggenheim.png;;;;;;;;;;;;
2012;;2012_kunsthaus.png;;;;;;;;;;;;
2012;;2012_Moma.png;;;;;;;;;;;;
2012;;2012_nike.png;;;;;;;;;;;;
2012;;2012_st_martin.png;;;;;;;;;;;;
2012;;2012_swatch.png;;;;;;;;;;;;
2012;;2012_Swisscom.png;;;;;;;;;;;;
2012;;2012_zaha.png;;;;;;;;;;;;
2013;;2013_amazon.png;;;;;;;;;;;;
2013;;2013_annabelle.png;;;;;;;;;;;;
2013;;2013_Apple.png;;;;;;;;;;;;
2013;;2013_arte.png;;;;;;;;;;;;
2013;;2013_mc.png;;;;;;;;;;;;
2013;;2013_mtv.png;;;;;;;;;;;;
2013;;2013_nzz.png;;;;;;;;;;;;
2013;;2013_refikanadol.png;;;;;;;;;;;;
2013;;2013_sbb.png;;;;;;;;;;;;
2013;;2013_srf.png;;;;;;;;;;;;
2013;;2013_swisscom.png;;;;;;;;;;;;
2013;;2013_Whitney.png;;;;;;;;;;;;
2014;;2014_adobe.png;;;;;;;;;;;;
2014;;2014_amazon.png;;;;;;;;;;;;
2014;;2014_Apple.png;;;;;;;;;;;;
2014;;2014_balenciaga.png;;;;;;;;;;;;
2014;;2014_Moma.png;;;;;;;;;;;;
2014;;2014_nike.png;;;;;;;;;;;;
2014;;2014_olafur.png;;;;;;;;;;;;
2014;;2014_sbb.png;;;;;;;;;;;;
2014;;2014_srf.png;;;;;;;;;;;;
2014;;2014_swatch.png;;;;;;;;;;;;
2014;;2014_vitra.png;;;;;;;;;;;;
2014;;2014_yahoo.png;;;;;;;;;;;;
2014;;2014_zaha.png;;;;;;;;;;;;
