"2000_adobe.png,""207204205"",""rgb(207,204,205)"""
"2000_amazon.png,""207204205"",""rgb(207,204,205)"""
"2000_coop.png,""207204205"",""rgb(207,204,205)"""
"2000_Google.png,""207204205"",""rgb(207,204,205)"""
"2000_mc_donald.png,""207204205"",""rgb(207,204,205)"""
"2000_Mtv.png,""207204205"",""rgb(207,204,205)"""
"2000_newyorker.png,""207204205"",""rgb(207,204,205)"""
"2000_nike.png,""207204205"",""rgb(207,204,205)"""
"2000_sbb.png,""207204205"",""rgb(207,204,205)"""
"2000_vitra.png,""207204205"",""rgb(207,204,205)"""
"2001_adobe.png,""207204205"",""rgb(207,204,205)"""
"2001_Apple.png,""207204205"",""rgb(207,204,205)"""
"2001_Google.png,""207204205"",""rgb(207,204,205)"""
"2001_Moma.png,""207204205"",""rgb(207,204,205)"""
"2001_mtv.png,""207204205"",""rgb(207,204,205)"""
"2001_nike.png,""207204205"",""rgb(207,204,205)"""
"2001_nzz.png,""207204205"",""rgb(207,204,205)"""
"2002_guggenheim.png,""207204205"",""rgb(207,204,205)"""
"2002_ibm.png,""207204205"",""rgb(207,204,205)"""
"2002_mc.png,""207204205"",""rgb(207,204,205)"""
"2002_mtv.png,""207204205"",""rgb(207,204,205)"""
"2002_nike.png,""207204205"",""rgb(207,204,205)"""
"2002_olafur.png,""207204205"",""rgb(207,204,205)"""
"2002_prada.png,""207204205"",""rgb(207,204,205)"""
"2002_prada.png,""207204205"",""rgb(207,204,205)"""
"2002_sbb.png,""207204205"",""rgb(207,204,205)"""
"2002_swatch.png,""207204205"",""rgb(207,204,205)"""
"2002_swisscom.png,""207204205"",""rgb(207,204,205)"""
"2002_whitney.png,""207204205"",""rgb(207,204,205)"""
"2002_zaha.png,""207204205"",""rgb(207,204,205)"""
"2003_Amazon.png,""207204205"",""rgb(207,204,205)"""
"2003_interdiscount.png,""207204205"",""rgb(207,204,205)"""
"2003_kunsthaus.png,""207204205"",""rgb(207,204,205)"""
"2003_Moma.png,""207204205"",""rgb(207,204,205)"""
"2003_srf.png,""207204205"",""rgb(207,204,205)"""
"2003_swisscom.png,""207204205"",""rgb(207,204,205)"""
"2003_whitney.png,""207204205"",""rgb(207,204,205)"""
"2004_annabelle.png,""207204205"",""rgb(207,204,205)"""
"2004_apple.png,""207204205"",""rgb(207,204,205)"""
"2004_cola.png,""207204205"",""rgb(207,204,205)"""
"2004_interdiscount.png,""207204205"",""rgb(207,204,205)"""
"2004_Moma.png,""207204205"",""rgb(207,204,205)"""
"2004_mtv.png,""207204205"",""rgb(207,204,205)"""
"2004_newyorker.png,""207204205"",""rgb(207,204,205)"""
"2004_nike.png,""207204205"",""rgb(207,204,205)"""
"2004_rga.png,""207204205"",""rgb(207,204,205)"""
"2004_srf.png,""207204205"",""rgb(207,204,205)"""
"2004_st_martin.png,""207204205"",""rgb(207,204,205)"""
"2004_swatch.png,""207204205"",""rgb(207,204,205)"""
"2004_swiss.png,""207204205"",""rgb(207,204,205)"""
"2004_vitra_museum.png,""207204205"",""rgb(207,204,205)"""
"2004_vogue.png,""207204205"",""rgb(207,204,205)"""
"2005_balenciaga.png,""207204205"",""rgb(207,204,205)"""
"2005_brizk.png,""207204205"",""rgb(207,204,205)"""
"2005_Jordan.png,""207204205"",""rgb(207,204,205)"""
"2005_Moma.png,""207204205"",""rgb(207,204,205)"""
"2005_mtv.png,""207204205"",""rgb(207,204,205)"""
"2005_post.png,""207204205"",""rgb(207,204,205)"""
"2005_sbb.png,""207204205"",""rgb(207,204,205)"""
"2006_amazon.png,""207204205"",""rgb(207,204,205)"""
"2006_annabelle.png,""207204205"",""rgb(207,204,205)"""
"2006_ibm.png,""207204205"",""rgb(207,204,205)"""
"2006_olafur.png,""207204205"",""rgb(207,204,205)"""
"2006_post.png,""207204205"",""rgb(207,204,205)"""
"2006_Swisscom.png,""207204205"",""rgb(207,204,205)"""
"2006_tagesanzeiger.png,""207204205"",""rgb(207,204,205)"""
"2006_vogue.png,""207204205"",""rgb(207,204,205)"""
"2007_Apple.png,""207204205"",""rgb(207,204,205)"""
"2007_cola.png,""207204205"",""rgb(207,204,205)"""
"2007_kunsthaus.png,""207204205"",""rgb(207,204,205)"""
"2007_mcdonald.png,""207204205"",""rgb(207,204,205)"""
"2007_mtv.png,""207204205"",""rgb(207,204,205)"""
"2007_st_martin.png,""207204205"",""rgb(207,204,205)"""
"2007_yahoo.png,""207204205"",""rgb(207,204,205)"""
"2008_Adobe.png,""207204205"",""rgb(207,204,205)"""
"2008_amazon.png,""207204205"",""rgb(207,204,205)"""
"2008_apple.png,""207204205"",""rgb(207,204,205)"""
"2008_google.png,""207204205"",""rgb(207,204,205)"""
"2008_ibm.png,""207204205"",""rgb(207,204,205)"""
"2008_mtv.png,""207204205"",""rgb(207,204,205)"""
"2008_nzz.png,""207204205"",""rgb(207,204,205)"""
"2008_swisscom.png,""207204205"",""rgb(207,204,205)"""
"2008_Yale.png,""207204205"",""rgb(207,204,205)"""
"2009_arte.png,""207204205"",""rgb(207,204,205)"""
"2009_brizk.png,""207204205"",""rgb(207,204,205)"""
"2009_google.png,""207204205"",""rgb(207,204,205)"""
"2009_Guggenheim.png,""207204205"",""rgb(207,204,205)"""
"2009_Moma.png,""207204205"",""rgb(207,204,205)"""
"2009_mtv.png,""207204205"",""rgb(207,204,205)"""
"2009_nike.png,""207204205"",""rgb(207,204,205)"""
"2009_swatch.png,""207204205"",""rgb(207,204,205)"""
"2009_Whitney.png,""207204205"",""rgb(207,204,205)"""
"2009_Yale.png,""207204205"",""rgb(207,204,205)"""
"2010_adobe.png,""207204205"",""rgb(207,204,205)"""
"2010_Apple.png,""207204205"",""rgb(207,204,205)"""
"2010_britney.png,""207204205"",""rgb(207,204,205)"""
"2010_cola.png,""207204205"",""rgb(207,204,205)"""
"2010_guggenheim.png,""207204205"",""rgb(207,204,205)"""
"2010_mc.png,""207204205"",""rgb(207,204,205)"""
"2010_Moma.png,""207204205"",""rgb(207,204,205)"""
"2010_nike.png,""207204205"",""rgb(207,204,205)"""
"2010_olafur.png,""207204205"",""rgb(207,204,205)"""
